Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
0	2.9259935000009136	729.1670532226562	43.89833450317383	22.543506622314453	24.68792152404785
1	3.361846300002071	661.2846069335938	43.699100494384766	21.283672332763672	23.432268142700195
2	3.7823489000002155	597.2715454101562	43.50960922241211	20.038984298706055	22.19205665588379
3	4.2597020999965025	537.2523193359375	43.33145523071289	18.811634063720703	20.96455192565918
4	4.678262200002791	481.0681457519531	43.15665054321289	17.597381591796875	19.745115280151367
5	5.142923899999005	428.4205627441406	42.983131408691406	16.391868591308594	18.533910751342773
6	5.608764599994174	379.2608947753906	42.81309127807617	15.194963455200195	17.330623626708984
7	6.024053500004811	333.4498291015625	42.64330291748047	14.004928588867188	16.135440826416016
8	6.432428899992374	290.8938293457031	42.47118377685547	12.825167655944824	14.951838493347168
9	6.871517599996878	251.6954803466797	42.29684829711914	11.659963607788086	13.783111572265625
10	7.259303700004239	215.91761779785156	42.12146759033203	10.512639045715332	12.630029678344727
11	7.695566900001722	183.42428588867188	41.942325592041016	9.384122848510742	11.492873191833496
12	8.088314199994784	154.12252807617188	41.75962829589844	8.270269393920898	10.370725631713867
13	8.55437479999091	127.87799072265625	41.572689056396484	7.171435356140137	9.264001846313477
14	9.015245899994625	104.57598876953125	41.3818244934082	6.090762615203857	8.175642967224121
15	9.512136299992562	84.15155792236328	41.179100036621094	5.313319206237793	7.110814571380615
16	10.119973699998809	66.54967498779297	40.96822738647461	4.617724895477295	6.0751729011535645
17	10.653428599995095	51.72212600708008	40.74504470825195	3.943084716796875	5.069888114929199
18	11.093984499995713	39.48490905761719	40.51155090332031	3.2879083156585693	4.095783710479736
19	11.651693099993281	29.65003204345703	40.27107238769531	2.656026601791382	3.1587891578674316
20	12.163397500000428	22.064958572387695	40.02360916137695	2.05180287361145	2.2632598876953125
21	12.653032899994287	16.53406524658203	39.76436233520508	2.105902910232544	1.7011245489120483
22	13.113952699990477	12.83169174194336	39.49269104003906	2.4292361736297607	1.4837944507598877
23	13.638718300004257	10.720597267150879	39.21078872680664	2.729180097579956	1.4576705694198608
24	14.093239199995878	9.947924613952637	38.916255950927734	3.0028574466705322	1.7554672956466675
25	14.648719499993604	10.243343353271484	38.607582092285156	3.42400860786438	2.157698392868042
26	15.608510999998543	11.332621574401855	38.28715515136719	3.955951452255249	2.512943983078003
27	16.472143599996343	12.941119194030762	37.955841064453125	4.414383888244629	2.8191933631896973
28	17.304432099990663	14.816086769104004	37.612510681152344	4.798008918762207	3.0758378505706787
29	18.36635280000337	16.73599624633789	37.25743103027344	5.106928825378418	3.2829716205596924
30	19.501385800002026	18.51630210876465	36.88629913330078	5.342623710632324	3.4415485858917236
31	20.52624239999568	20.016374588012695	36.49944305419922	5.50779914855957	3.5557873249053955
32	21.54422159999376	21.14313316345215	36.09669876098633	5.606268882751465	3.661832809448242
33	22.5835350999987	21.84735870361328	35.676292419433594	5.642729759216309	3.705359697341919
34	23.554659899993567	22.11896324157715	35.238380432128906	5.622653007507324	3.691704273223877
35	24.552596199995605	21.98002815246582	34.78590774536133	5.55191707611084	3.6266560554504395
36	25.282717199996114	21.476713180541992	34.315826416015625	5.436570167541504	3.516235828399658
37	26.165284599992447	20.67190170288086	33.82665252685547	5.282805442810059	3.413593053817749
