Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
0	14.975998200010508	1297.6964111328125	45.214664459228516	32.246360778808594	34.284759521484375
1	27.392046100008884	1260.5560302734375	45.14561080932617	31.743427276611328	33.7726936340332
2	40.97736230000737	1223.94384765625	45.07777404785156	31.24026107788086	33.260162353515625
3	54.23726300000271	1187.8499755859375	45.012840270996094	30.736831665039062	32.747413635253906
4	66.83895720000146	1152.281982421875	44.94997024536133	30.23326873779297	32.23447036743164
5	79.36454229999799	1117.2435302734375	44.889652252197266	29.72949981689453	31.72144889831543
6	91.43906800000696	1082.7294921875	44.82984924316406	29.225299835205078	31.208288192749023
7	105.97386070000357	1048.7230224609375	44.77100372314453	28.72064208984375	30.6949462890625
8	117.69760600000154	1015.2194213867188	44.714019775390625	28.215373992919922	30.180973052978516
9	129.36820409999928	982.220458984375	44.6573600769043	27.70946502685547	29.666488647460938
10	141.3348421999981	949.7277221679688	44.600982666015625	27.202486038208008	29.151575088500977
11	152.5541879000084	917.750732421875	44.54505157470703	26.69430160522461	28.63637351989746
12	164.78836040000897	886.2936401367188	44.48945236206055	26.185604095458984	28.12091636657715
13	176.85292000000481	855.3639526367188	44.43353271484375	25.676204681396484	27.605152130126953
14	191.4358407999971	824.9673461914062	44.37710952758789	25.165849685668945	27.089111328125
