Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
45	18.57635099999993	16.547717452049255	30.143006801605225	0.8521990776062012,1.7555252313613892	0.514318585395813,1.0407333374023438
46	18.906075900000133	20.628652572631836	31.664109230041504	0.8489164113998413,1.7577292919158936	0.5106253623962402,1.0342048406600952
47	19.250804700000117	17.95098626613617	31.010859966278076	0.84676194190979,1.7599326372146606	0.5163331031799316,1.0277694463729858
48	19.59132509999995	15.73961079120636	30.68966245651245	0.8392958641052246,1.7627382278442383	0.4945468008518219,1.0198493003845215
49	19.965861500000074	15.927978754043579	28.408408641815186	0.8285982608795166,1.7644827365875244	0.4495558738708496,1.0142242908477783
50	20.364762500000097	15.703183650970459	29.984149932861328	0.8228648900985718,1.7624526023864746	0.43300190567970276,1.0160654783248901
51	20.8000598000001	15.893168687820435	28.862199306488037	0.8195102214813232,1.7594385147094727	0.4320038855075836,1.019924521446228
52	21.160286300000053	14.969594240188599	28.602367401123047	0.8140993118286133,1.75531005859375	0.4174817204475403,1.026768684387207
53	21.4861406	15.529279828071594	29.33299160003662	0.8116450309753418,1.7517945766448975	0.41580161452293396,1.032586932182312
54	21.862576799999943	15.640302419662476	30.996514320373535	0.8074589967727661,1.7473498582839966	0.40724611282348633,1.0402950048446655
55	22.216331300000093	13.917330801486969	29.061143398284912	0.8034720420837402,1.7458763122558594	0.398785799741745,1.0417383909225464
56	22.604217199999994	15.220770001411438	29.258769512176514	0.8011834621429443,1.745651125907898	0.40069207549095154,1.0406792163848877
57	22.952287999999953	14.307643413543701	28.954947471618652	0.7984421253204346,1.7453128099441528	0.3996047079563141,1.0398988723754883
58	23.27495429999999	17.769973397254944	30.33622646331787	0.7960727214813232,1.7448182106018066	0.4007522761821747,1.039380431175232
59	23.723584999999957	15.161964178085327	28.81748867034912	0.7945238351821899,1.7449966669082642	0.40886983275413513,1.0362581014633179
