Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
0	2.6706511999946088	2796.2276611328125	220.67581176757812	16.944379806518555	19.1643123626709
1	3.1318730999773834	1762.5442810058594	226.94999313354492	12.235482215881348	14.407048225402832
2	3.5774831000017002	847.4943771362305	217.0949363708496	7.633285045623779	9.753520965576172
3	3.9773162999772467	396.29715156555176	220.98225784301758	4.194686412811279	5.382815837860107
4	4.378051899984712	178.52708053588867	208.33440780639648	2.180506467819214	1.6632022857666016
5	4.802775299991481	52.08108711242676	216.35051345825195	3.388920545578003	2.1384079456329346
6	5.207653599994956	69.80441379547119	198.54021072387695	4.973667144775391	3.206331968307495
7	5.609661199996481	88.43347692489624	198.66465377807617	5.1550397872924805	3.334425687789917
8	5.992324199993163	86.14382266998291	184.36063385009766	4.456517219543457	2.872529983520508
9	6.420374799985439	60.77701139450073	180.79331016540527	3.463273286819458	2.210440158843994
10	6.79327279998688	45.81654953956604	171.3022289276123	2.9967124462127686	1.5324264764785767
11	7.332391599979019	53.39939022064209	154.2631664276123	2.7248027324676514	1.2894970178604126
12	7.811900100001367	38.08727488433942	145.51000595092773	2.6249754428863525	1.2252975702285767
13	8.211774099996546	56.911558628082275	123.41584777832031	2.6351711750030518	1.214809775352478
14	8.671124599990435	38.13729810714722	110.63360023498535	2.768571615219116	1.2592991590499878
15	9.074915399978636	39.06610727310181	85.76319599151611	2.8184359073638916	1.3430671691894531
16	9.592590699990978	45.11512756347656	65.39204359054565	2.8726894855499268	1.4669255018234253
17	9.957642900000792	44.48390483856201	55.32567596435547	2.7985246181488037	1.3740307092666626
18	10.354181400005473	32.68818932771683	42.56638240814209	2.6764466762542725	1.198638916015625
19	10.75607889998355	39.89778232574463	34.52681922912598	2.5795199871063232	1.0795166492462158
20	11.153837099991506	33.306049823760986	29.964406490325928	2.6138699054718018	1.1519821882247925
21	11.525218800001312	46.71232569217682	31.3188157081604	2.6813948154449463	1.3007267713546753
22	11.916579299984733	29.425644397735596	32.2368745803833	2.715076208114624	1.392900824546814
23	12.296047999989241	28.536409616470337	31.758963584899902	2.659085512161255	1.330504298210144
24	12.68924939999124	28.53422522544861	32.41404104232788	2.5676419734954834	1.2069790363311768
25	13.094025800004601	27.904375553131104	32.04035758972168	2.4525363445281982	1.030357003211975
26	13.545151400001487	29.179540991783142	32.18103075027466	2.411633253097534	0.995156466960907
27	14.00344099997892	31.30689287185669	29.71554708480835	2.389075994491577	0.9971733093261719
28	14.416121599992039	23.511598587036133	28.811519861221313	2.4218504428863525	1.1155140399932861
29	14.796922499983339	20.39868012070656	32.24637985229492	2.469428777694702	1.2511032819747925
30	15.218884999980219	22.183566570281982	29.76563787460327	2.462794065475464	1.286150336265564
31	15.637373000005027	23.92828679084778	28.782208919525146	2.400235891342163	1.220863699913025
32	16.019715699978406	19.38211703300476	30.93432331085205	2.3778462409973145	1.2282085418701172
33	16.424093199981144	18.65026021003723	31.013631343841553	2.267017364501953	1.0639842748641968
34	16.77985560000525	14.645008623600006	31.57040309906006	2.1413493156433105	0.8599209189414978
35	17.17806350000319	16.03651523590088	30.795493125915527	2.063110589981079	0.762225329875946
36	17.608259200002067	16.723190307617188	30.873328685760498	2.0401663780212402	0.7536869049072266
37	17.97735509998165	13.069346308708191	27.837709426879883	2.0429508686065674	0.8057693839073181
38	18.375138400006108	11.250595957040787	29.929718017578125	2.073758840560913	0.9073547720909119
39	18.74350989999948	12.150327801704407	28.501969814300537	2.089261770248413	0.9863090515136719
40	19.113106000004336	10.72758412361145	30.170044422149658	2.091538190841675	1.049355387687683
41	19.53947999997763	13.017411470413208	29.494693756103516	1.9782981872558594	0.8829571008682251
42	19.921800099982647	9.501784443855286	29.064286708831787	1.8942887783050537	0.7646072506904602
43	20.3049364000035	7.844049692153931	29.12140941619873	1.8869571685791016	0.8058189749717712
44	20.673257199989166	7.184312045574188	29.502732276916504	1.8325579166412354	0.7654888033866882
45	21.030915499984985	5.799136638641357	29.599989891052246	1.830219030380249	0.80194091796875
46	21.482401499990374	6.9118475914001465	30.033313274383545	1.7819507122039795	0.7356052398681641
47	21.895694000006188	5.118026554584503	30.31172752380371	1.701519250869751	0.6047752499580383
48	22.320375999988755	4.870593070983887	29.992312908172607	1.6693394184112549	0.5869159698486328
49	22.75331129998085	5.292359083890915	30.97572946548462	1.7031455039978027	0.6482830047607422
